"Product ","Member Level ","Quantity ","Price ","Price Post Tax "
"LA Kush Cake BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"Legend OG cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Lemon Banana Sherbet JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Lemon Banana Sherbet JNT 0.6g","Non-Member","1 ","$3.33","$3.33"
"Lemon Banana Sherbet PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemon Banana Sherbet PP 28","Non-Member","28 ","$16.67","$16.67"
"Lemon Banana Sherbet PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemon Banana Sherbet PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemon Blur cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Lemon Cake cart Co2 1g","Non-Member","1 ","$15.00","$15.00"
"Lemon Kush JNT 0.6g 2pk","Non-Member","1 ","$3.33","$3.33"
"Lemon Lotus JNT 1g","Non-Member","1 ","$6.67","$6.67"
"Lemon Lotus JNT 1g 5pk","Non-Member","1 ","$20.00","$20.00"
"Lemon Meringue BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"Lemon Meringue Budder 1g","Non-Member","1 ","$16.67","$16.67"
"Lemon Meringue JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Lemon Meringue SHATTER 1g","Non-Member","1 ","$6.67","$6.67"
"Lemon Meringue TWAX JNT 0.5g","Non-Member","1 ","$10.00","$10.00"
"Lemon Meringue TWAX jnt 1g","Non-Member","1 ","$16.67","$16.67"
"Lemon Meringue cart Co2 1g","Non-Member","1 ","$16.67","$16.67"
"Lemon Meringue x Skinny JNT 0.5g 10pk","Non-Member","1 ","$20.00","$20.00"
"Lemon Ozium x Sherb Cake LR 1g","Non-Member","1 ","$18.33","$18.33"
"Lemon Punch JNT 1g","Non-Member","1 ","$10.00","$10.00"
"Lemon Punch PP 1g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Punch PP 3.5g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Punch PP 7g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Royale JNT 0.6g 2pk","Non-Member","1 ","$8.33","$8.33"
"Lemon Royale JNT 1g","Non-Member","1 ","$6.67","$6.67"
"Lemon Royale PP 1g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Royale PP 3.5g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Royale PP 7g","Non-Member","1 g","$11.67","$11.67"
"","","3.5 g","$37.50","$37.50"
"","","4 g","$37.50","$37.50"
"","","7 g","$70.83","$70.83"
"","","14 g","$133.33","$133.33"
"","","28 g","$258.33","$258.33"
"","","56 g","$500.00","$500.00"
"Lemon Sour Diesel JNT 0.5g 10pk","Non-Member","1 ","$18.33","$18.33"
"Lemon Sour Diesel JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Lemon Sour Diesel JNT 8g","Non-Member","1 ","$29.17","$29.17"
"Lemon Sour Diesel PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemon Sour Diesel PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemon Sour Diesel PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemongrass PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemongrass PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemongrass PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Lemongrass cart LR 1g","Non-Member","1 ","$33.33","$33.33"
"Lip Balm CBD Original 4.8g","Non-Member","1 ","$8.33","$8.33"
"Lip Balm THC Mint Tea Tree 4.8g","Non-Member","1 ","$8.33","$8.33"
"Lip Balm THC Original 4.8g","Non-Member","1 ","$8.33","$8.33"
"Lip Balm Vanilla Almond 10mg","Non-Member","1 ","$5.00","$5.00"
"Lollipop Caramel Apple 50mg","Non-Member","1 ","$5.83","$5.83"
"Lollipop Mango Chilli 50mg","Non-Member","1 ","$7.50","$7.50"
"Lollipop Strawberry 50mg","Non-Member","1 ","$5.83","$5.83"
"Loopa Goo LR 1g","Non-Member","1 ","$30.00","$30.00"
"Love Bucket Haze cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"MAC #4 Cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"MAC1 JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"MAC1 LR 1g","Non-Member","1 ","$16.67","$16.67"
"Mac Daddy dist cart 1g","Non-Member","1 ","$29.17","$29.17"
"Mac1 JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Magenta Hashplant JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"Magic Drops Cream Soda Indica 1oz","Non-Member","1 ","$12.50","$12.50"
"Magic Melon CRUMBLE 1g","Non-Member","1 ","$16.67","$16.67"
"Magic Melon JNT 1g","Non-Member","1 ","$6.67","$6.67"
"Mandarin Cookies JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Mandarin Cookies PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mandarin Cookies PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mandarin Cookies PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mango Kush cart Dist 1g","Non-Member","1 ","$29.17","$29.17"
"Mango SSH INFUSED JNT 0.5g 5pk","Non-Member","1 ","$26.67","$26.67"
"Mango cart DIST 1g","Non-Member","1 ","$29.17","$29.17"
"Mangolicious JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Mangolicious JNT 0.6g","Non-Member","1 ","$5.00","$5.00"
"Mangolicious JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Marshmellow Bon Bons 40mg","Non-Member","1 ","$13.33","$13.33"
"Massage Oil 4oz 450mg","Non-Member","1 ","$41.67","$41.67"
"Maui Wowie Cart Dist 1g","Non-Member","1 ","$13.33","$13.33"
"Maui Wowie cart Live Dist 1g","Non-Member","1 ","$31.67","$31.67"
"Mega Drops Cream Soda 1000mg","Non-Member","1 ","$45.83","$45.83"
"Mega Drops Passion Fruit 1000mg","Non-Member","1 ","$45.83","$45.83"
"Mendo Breath Cart Dist 1g","Non-Member","1 ","$18.33","$18.33"
"Mendo Purple JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Mendo Purple PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mendo Purple PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mendo Purple PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mikes Strawberry Lemonade PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mikes Strawberry Lemonade PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mikes Strawberry Lemonade PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Mimosa JNT 0.6g","Non-Member","1 ","$1.67","$1.67"
"Mimosa JNT 0.6g 2pk","Non-Member","1 ","$3.33","$3.33"
"Mimosa PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mimosa PP 28g","Non-Member","28 ","$16.67","$16.67"
"Mimosa PP 3.5g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mimosa PP 7g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
"","","14 g","$87.50","$87.50"
"","","28 g","$166.67","$166.67"
"","","56 g","$325.00","$325.00"
"","Standard Member","1 g","$8.33","$8.33"
"Mint Cinnamon 50mg","Non-Member","1 ","$11.67","$11.67"
"Mint Peppermint 50mg","Non-Member","1 ","$11.67","$11.67"
"Mob Boss LR 1g","Non-Member","1 ","$16.67","$16.67"
"Moby Dick JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Moby PAX Pod 0.5g","Non-Member","1 ","$25.00","$25.00"
"Mr. Clean LR 1g","Non-Member","1 ","$60.00","$60.00"
"Neapolitan Mintz BLUNT 1g","Non-Member","1 ","$8.33","$8.33"
"New Years Eve PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"New Years Eve PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"New Years Eve PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Nigerian Silver BLUNT 2g","Non-Member","1 ","$15.00","$15.00"
"Nigerian Silver JNT 1g","Non-Member","1 ","$5.83","$5.83"
"Northern Lights Cart Dist 1g","Non-Member","1 ","$13.33","$13.33"
"OG Crasher KIEF 1g","Non-Member","1 ","$11.67","$11.67"
"OG Kush JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"OG Kush PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"OG Kush PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"OG Kush PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"OG Kush cart Co2 1g","Non-Member","1 ","$16.67","$16.67"
"Old School Hash 1g","Non-Member","1 ","$6.67","$6.67"
"Orange Blossom Shatter 1g","Non-Member","1 ","$10.00","$10.00"
"Orange Freeze JNT 0.6g 2pk","Non-Member","1 ","$5.00","$5.00"
"Orange Freeze JNT 10g","Non-Member","1 ","$45.83","$45.83"
"Orange Freeze PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Orange Freeze PP 28","Non-Member","28 ","$16.67","$16.67"
"Orange Freeze PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Orange Freeze PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Orange Gelato Shatter 1g","Non-Member","1 ","$10.00","$10.00"
"Oregon Marionberry Cart CO2 1g","Non-Member","1 ","$20.83","$20.83"
"Original Glue BLUNT 2g","Non-Member","1 ","$15.00","$15.00"
"Pandemic Punch Crumble 1g","Non-Member","1 ","$16.67","$16.67"
"Pandora's Box TWAX JNT 1g","Non-Member","1 ","$16.67","$16.67"
"Papaya Punch JNT 0.6g","Non-Member","1 ","$4.17","$4.17"
"Papaya Punch PP 1g
","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Papaya Punch PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Papaya Punch PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Papaya Punch cart LR 1g","Non-Member","1 ","$33.33","$33.33"
"Papayango LR 1g","Non-Member","1 ","$20.00","$20.00"
"Peanut Butter JNT 0.6g 2pk","Non-Member","1 ","$4.17","$4.17"
"Peanut Butter PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Peanut Butter PP 3.5","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Peanut Butter PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"PeanutButter Bombs Milk 50mg","Non-Member","1 ","$5.83","$5.83"
"Pennywise JNT 0.6g","Non-Member","1 ","$2.50","$2.50"
"Pennywise PP 28g","Non-Member","28 ","$16.67","$16.67"
"Peppermint Patties 50mg","Non-Member","1 ","$8.33","$8.33"
"Pineapple JNT 0.6g 2pk","Non-Member","1 ","$3.33","$3.33"
"Pineapple MAC LR 1g","Non-Member","1 ","$20.00","$20.00"
"Pineapple Mimosa LR 1g","Non-Member","1 ","$30.00","$30.00"
"Pineapple PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pineapple PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pineapple PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pineapple Punch WAX 1g","Non-Member","1 ","$10.00","$10.00"
"Pineapple Slurry LR 1g","Non-Member","1 ","$30.00","$30.00"
"Pineapple Upsidedown Cake JNT 0.6g","Non-Member","1 ","$3.33","$3.33"
"Pineapple Upsidedown Cake PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pineapple Upsidedown Cake PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pineapple Upsidedown Cake PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Pink Guava Cart CO2 1g","Non-Member","1 ","$20.83","$20.83"
"Platinum Sour Diesel LR 1g","Non-Member","1 ","$36.67","$36.67"
"Point Break JNT 0.5g 5pk","Non-Member","1 ","$8.33","$8.33"
"Point Break JNT 0.6g 2pk","Non-Member","1 ","$5.83","$5.83"
"Pudding JNT 0.5g 10pk","Non-Member","1 ","$15.00","$15.00"
"Puppies Breath PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Puppies Breath PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Puppies Breath PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purgatory JNT 0.5g 10pk","Non-Member","1 ","$16.67","$16.67"
"Purple Apricot Shatter 1g","Non-Member","1 ","$13.33","$13.33"
"Purple Goo JNT 7g","Non-Member","1 ","$20.00","$20.00"
"Purple Goo PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Goo PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Goo PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Hindu Kush PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Hindu Kush PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Hindu Kush PP 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple OG LR 1g","Non-Member","1 ","$30.00","$30.00"
"Purple Punch B's 7g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Punch B's PP 1g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Punch B's PP 3.5g","Non-Member","1 g","$3.33","$3.33"
"","","3.5 g","$10.83","$10.83"
"","","4 g","$10.83","$10.83"
"","","7 g","$20.83","$20.83"
"","","14 g","$37.50","$37.50"
"","","28 g","$66.67","$66.67"
"","","56 g","$125.00","$125.00"
"Purple Punch Cart Dist 1g","Non-Member","1 ","$12.50","$12.50"
"Purple Punch Cart LR 1g","Non-Member","1 ","$37.50","$37.50"
"Purple Punch JNT 0.6g 2pk","Non-Member","1 ","$8.33","$8.33"
"Purple Punch PP 1g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Purple Punch PP 3.5g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Purple Punch PP 7g","Non-Member","1 g","$5.83","$5.83"
"","","3.5 g","$19.17","$19.17"
"","","4 g","$19.17","$19.17"
"","","7 g","$35.00","$35.00"
"","","14 g","$66.67","$66.67"
"","","28 g","$125.00","$125.00"
"","","56 g","$241.67","$241.67"
"Purple Punch TWAX 1g","Non-Member","1 ","$12.50","$12.50"
"Purple Swog cart DIST 1g","Non-Member","1 ","$29.17","$29.17"
"Purple Trainwreck JNT 0.5g 5pk","Non-Member","1 ","$10.00","$10.00"
"Purple Trainwreck JNT 0.6g 2pk
","Non-Member","1 ","$4.17","$4.17"
"Purple Urkle JNT 1g","Non-Member","1 ","$12.50","$12.50"
"Purple Urkle PP 1g","Non-Member","1 g","$8.33","$8.33"
"","","3.5 g","$26.67","$26.67"
"","","4 g","$26.67","$26.67"
"","","7 g","$48.33","$48.33"
